pub_time,requested_source,title,sample_rank,label,reason
2026-03-16 15:00:00,新浪财经,收评：创指探底回升涨1.41% 存储芯片板块强势领涨,37ddda39d4abe533405c2135264de2a777c519225c2dd048da5aada473b8e4ad,NOT_CATALYST,MARKET_RECAP
2022-03-15 16:43:20,新浪财经,科创板首例：紫晶存储被告证券欺诈赔偿 上海金融法院已受理,3fe73927b21e81479f8002bae6097f73b90685382cdef161dca17e6aaa88e988,NOT_CATALYST,SINGLE_NAME_LEGAL_DUPLICATE
2021-03-15 16:47:56,新浪财经,突发闪崩:730亿芯片龙头兆易创新盘中跌停 12万股东炸锅,449d7eb5a8ffca2b6a0f7703d3d524d3a4e6be406f3202b14a997b74930fea65,NOT_CATALYST,MARKET_RECAP
2026-03-16 15:30:00,新浪财经,收评：创业板指探底回升涨1.41% 半导体板块走强,4a1b0005b0f0f8759a7e6228b95f16ba57eabb06b2c4dc717fa39d18bc128840,NOT_CATALYST,MARKET_RECAP
2025-09-15 12:18:00,新浪财经,英派斯拟1亿元参设体育产业投资基金 聚焦人工智能等智能化方向,4b17b2776ca748e0cdbe221dbe4814dd6d41f2d505ad94d441d57b719b548ced,NOT_CATALYST,DISTANT_INDUSTRY_EXPOSURE
2025-09-15 14:14:00,新浪财经,国海证券：数据中心带动液冷需求增长 关注上游核心冷媒材料,4c09c1ff3e5be4e6f7b5f29c314223d0b8807d757ad97a42a0d6b7dc432df73a,NOT_CATALYST,BROKER_OPINION
2026-08-17 23:44:00,新浪财经,宇树科技8月19日登陆科创板,4f14967b1199a28f3d55c9cf2ea15b2aa9a352ac28597c4063e836d8b3e3949c,NOT_CATALYST,NON_CONSTITUENT_LISTING
2026-03-16 22:20:00,新浪财经,一彬科技斥资1.6亿元战略投资上海传芯半导体 共获9.4088%股权,4f9bf9671a3d46f3eed55bfdab0b2a48a4e5028f1f41f442774feb0825b42218,CATALYST_RELEVANT,SEMICONDUCTOR_INVESTMENT
2023-09-15 00:58:45,新浪财经,迈瑞医疗携手腾讯探索医疗大模型应用,522cc002311088995bbf353242f314fa8bc394b8a9f7ab2e87a3799ff078170a,NOT_CATALYST,DISTANT_INDUSTRY_EXPOSURE
2026-08-17 21:50:00,新浪财经,南网科技以科技创新促进电力能源系统清洁化和智能化发展,569e9f22fc44b02b89a10ded59b377e234e9466d549fd3927b99658be56bd21a,NOT_CATALYST,GENERIC_TECHNOLOGY_TERM
